record_id,parent_department,organisation,unit,reporting_senior_post,grade,payscale_minimum,payscale_maximum,generic_job_title,fte_posts,professional/occupational_group,office_region
826,Department for Education,Department for Education,Data Science (ESFA),DFE-2601,Grade 7 - National,58185,67219,Manager - Data Science (ESFA) Grade 7-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
827,Department for Education,Department for Education,Work Based Skills Operational Delivery,DFE-2619,Grade 7 - National,58185,67219,Manager - Work Based Skills Operational Delivery Grade 7-Unknown,1.0,Other,Unknown
828,Department for Education,Department for Education,Independent Market Oversight,DFE-2507,EA - London,30551,30551,Executive Assistant - North Place Based Team & ESF EA-London,1.0,Other,London
829,Department for Education,Department for Education,T - Level Delivery ​,DFE-2626,Grade 6 - London,74528,82869,Manager - T - Level Delivery ​ Grade 6-London,2.9,Other,London
830,Department for Education,Department for Education,Counter Fraud  and Prevention,DFE-2290,Grade 7 - National,58185,67219,Manager - Counter Fraud and Prevention Grade 7-North West,2.0,Other,North West
831,Department for Education,Department for Education,Counter Fraud  and Prevention,DFE-2290,Grade 7 - National,58185,67219,Manager - Counter Fraud and Prevention Grade 7-West Midlands,3.0,Other,West Midlands
832,Department for Education,Department for Education,"FE Support, Improvement and Provider Engagement",DFE-2394,Grade 7 - National,58185,67219,"Manager - FE Support, Improvement and Provider Engagement Grade 7-Yorkshire and The Humber",4.0,Other,Yorkshire and The Humber
833,Department for Education,Department for Education,Advanced Analytics Division,DFE-2557,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Advanced Analytics SEO-West Midlands,3.0,Other,West Midlands
834,Department for Education,Department for Education,North Place Based Team & ESF,DFE-2332,HEO - National,36000,38229,Higher Executive Officer - Northern Territorial Team & ESF HEO-North East,1.0,Other,North East
835,Department for Education,Department for Education,London & South East Place Based Team,DFE-2489,EA - London,30551,30551,Executive Assistant - London & South East Place Based Team EO-London,1.0,Other,London
836,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,Grade 7 - National,58185,67219,"Manager - Estates, Security and People Grade 7-West Midlands",1.0,Other,West Midlands
837,Department for Education,Department for Education,Specialist Restructuring,DFE-2173,Grade 6 - London,74528,82869,Manager - Specialist Restructuring Grade 6-London,2.0,Other,London
838,Department for Education,Department for Education,Technology Operations,DFE-2461,HEO - National,36000,38229,Higher Executive Officer - Data Protection Office HEO-East Midlands,1.0,Other,East Midlands
839,Department for Education,Department for Education,North Place Based Team & ESF,DFE-2332,Grade 6 - National,70854,78241,Manager - North Place Based Team & ESF Grade 6 (Position Vacate:26/01/2026)-Unknown,1.0,Other,Unknown
840,Department for Education,Department for Education,Work Based Skills Operational Delivery,DFE-2619,SEO (Information Officer) - National,48999,53884,Senior Executive Officer - Work Based Skills Operational Delivery SEO-Unknown,0.97,Other,Unknown
841,Department for Education,Department for Education,"Products, Quality and Market",DFE-2127,Grade 6 - National,70854,78241,"Manager - Products, Quality and Market Grade 6-West Midlands",2.0,Other,West Midlands
842,Department for Education,Department for Education,Operational Excellence,DFE-2292,Grade 7 - National,58185,67219,Manager - Operational Excellence Grade 7-North West,3.0,Other,North West
843,Department for Education,Department for Education,Technology Operations,DFE-2461,HEO - National,36000,38229,Higher Executive Officer - Knowledge and Information Management HEO-West Midlands,1.0,Other,West Midlands
844,Department for Education,Skills England,Delivery and Reform,DFE-2693,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Delivery and Reform SEO-West Midlands,7.41,Other,West Midlands
845,Department for Education,Department for Education,Customer Success & Shared Service Operations,DFE-2334,EO - National,31479,31479,Executive Officer - Customer Success & Shared Service Operations EO-West Midlands,6.16,Other,West Midlands
846,Department for Education,Department for Education,"CSC Social Worker Training, Development and Leadership",DFE-2558,Grade 7 - National,58185,67219,"Manager - CSC Social Worker Training, Development and Leadership Grade 7-West Midlands",1.0,Other,West Midlands
847,Department for Education,Department for Education,Assurance,DFE-2192,HEO - National,36000,38229,Higher Executive Officer - Assurance HEO-North West,2.0,Other,North West
848,Department for Education,Department for Education,Enterprise Data for Access and Sharing,DFE-2658,Grade 6 - National,70854,78241,Manager - Enterprise Data for Access and Sharing 6-West Midlands,1.0,Other,West Midlands
849,Department for Education,Department for Education,Customer Success & Shared Service Operations,DFE-2334,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Customer Success & Shared Service Operations SEO-Unknown,1.0,Other,Unknown
850,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,HEO - London,40132,42699,Higher Executive Officer - Central Business Services HEO-London,1.86,Other,London
851,Department for Education,Department for Education,Specialist Restructuring,DFE-2173,Grade 6 - National,70854,78241,Manager - Specialist Restructuring Grade 6-West Midlands,1.0,Other,West Midlands
852,Department for Education,Department for Education,Specialist Restructuring,DFE-2173,Grade 6 - National,70854,78241,Manager - Specialist Restructuring Grade 6-East Midlands,1.0,Other,East Midlands
853,Department for Education,Department for Education,Attendance,DFE-2533,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Attendance SEO-London,2.9,Other,London
854,Department for Education,Department for Education,Technology Operations,DFE-2461,Grade 6 - National,70854,78241,Manager - Technology Operations Grade 6-South West,2.0,Other,South West
855,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,HEO - National,36000,38229,Higher Executive Officer - Commercial Specialist - Schools HEO-West Midlands,0.64,Other,West Midlands
856,Department for Education,Department for Education,HR Services & Specialist Advice,DFE-2001,Senior Executive Officer - National,42806,47047,Senior Executive Officer - HR Services & Specialist Advice SEO-North East,1.91,Other,North East
857,Department for Education,Department for Education,"Construction Delivery East England, South West and London",DFE-2003,Grade 6 - London,74528,82869,"Manager - Construction Delivery East England, South West and London Grade 6-Unknown",22.4,Other,Unknown
858,Department for Education,Department for Education,Enterprise Data for Insight,DFE-2392,HEO - National,36000,38229,Higher Executive Officer - Enterprise Data for Insight HEO-East Of England,0.6,Other,East Of England
859,Department for Education,Department for Education,DDT Incubator,DFE-2475,Grade 6 - London,74528,82869,Manager - DDT Incubator Grade 6-London,2.0,Other,London
860,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Commercial Specialist - Skills SEO-London,1.0,Other,London
861,Department for Education,Department for Education,Schools System Accountability,DFE-2224,Grade 7 - London,62336,72057,Manager - Schools System Accountability Grade 7-London,5.92,Other,London
862,Department for Education,Department for Education,Essential Skills and Multiply,DFE-2104,Grade 7 - London,62336,72057,Manager - Essential Skills and Multiply Grade 7-London,4.6,Other,London
863,Department for Education,Department for Education,CSC Child Protection and Safeguarding,DFE-2337,Grade 7 - London,62336,72057,"Manager - CSC Social Work Strategy, Practice and Evidence Grade 7-London",1.0,Other,London
864,Department for Education,Department for Education,Social Justice and Disadvantage,DFE-2519,Grade 7 - National,58185,67219,Manager - Social Justice and Disadvantage Grade 7-North West,2.0,Other,North West
865,Department for Education,Department for Education,SFSO Central Division,DFE-2202,Senior Executive Officer - London,46971,51973,Senior Executive Officer - SFSO Central Division SEO-London,2.0,Other,London
866,Department for Education,Department for Education,Financial Reporting,DFE-2454,SEO (Accountant) - National,49615,54551,Senior Executive Officer - Financial Reporting SEO-West Midlands,2.0,Other,West Midlands
867,Department for Education,Department for Education,Families Analysis,DFE-2152,Grade 7 - National,58185,67219,Manager - Families Analysis Grade 7-Yorkshire and The Humber,3.4,Other,Yorkshire and The Humber
868,Department for Education,Department for Education,"Products, Quality and Market",DFE-2127,HEO - National,36000,38229,"Higher Executive Officer - Products, Quality and Market HEO-Yorkshire and The Humber",2.0,Other,Yorkshire and The Humber
869,Department for Education,Department for Education,Commercial Operations,DFE-2355,HEO - National,36000,38229,Higher Executive Officer - Commercial Operations HEO (Position Vacate:31/12/2025)-North East,1.0,Other,North East
870,Department for Education,Department for Education,Schools Digital,DFE-2504,EO - National,31479,31479,Executive Officer - Schools Digital EO-East Midlands,0.72,Other,East Midlands
871,Department for Education,Department for Education,Customer Experience & Design,DFE-2478,Grade 6 - London,74528,82869,Manager - Customer Experience & Design Grade 6-London,2.91,Other,London
872,Department for Education,Department for Education,Schools Regulation and Quality,DFE-2212,Grade 7 - National,58185,67219,Manager - Schools Regulation and Quality Grade 7-Yorkshire and The Humber,2.7,Other,Yorkshire and The Humber
873,Department for Education,Department for Education,Technical Education & Qualification Reforms,DFE-2093,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Technical Education & Qualification Reform​s SEO-Yorkshire and The Humber,4.0,Other,Yorkshire and The Humber
874,Department for Education,Department for Education,Strategic Communications and Campaigns,DFE-2163,SEO (Information Officer) - National,48999,53884,Senior Executive Officer - Strategic Communications and Campaigns SEO (Position Vacate:21/10/2025)-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
875,Department for Education,Department for Education,Further Education Workforce,DFE-2218,HEO - National,36000,38229,Higher Executive Officer - FE Workforce HEO-Yorkshire and The Humber,1.87,Other,Yorkshire and The Humber
876,Department for Education,Department for Education,Regions Group: National,DFE-2021,Grade 7 - National,58185,67219,Manager - Regions Group: National Grade 7-North West,5.0,Other,North West
